time,dest_type,steps,avg_steps
3.430109,target,1,1.0
3.629641,parent,2,2.0
3.832041,target,3,2.0
4.028063,parent,4,3.0
4.219165,target,5,3.0
4.41854,parent,6,4.0
4.621783,target,7,4.0
4.820474,parent,8,5.0
5.031877,target,9,5.0
5.267047,parent,10,6.0
5.480701,target,11,6.0
5.665877,parent,12,7.0
5.858639,target,13,7.0
6.085109,parent,14,8.0
6.631439,target,6,6.875
7.968884,target,2,6.333333333333333
8.660155,target,2,5.9
9.004466,parent,3,7.375
9.721076,target,11,6.363636363636363
10.611782,target,3,6.083333333333333
10.868562,target,1,5.6923076923076925
11.402723,target,6,5.714285714285714
11.4814,parent,7,7.333333333333333
11.891182,target,4,5.6
12.012574,parent,7,7.3
12.25807,target,5,5.5625
12.309514,target,10,5.823529411764706
12.636237,target,8,5.944444444444445
12.861982,target,15,6.421052631578948
12.999446,target,1,6.15
13.239101,parent,2,6.818181818181818
13.275052,parent,9,7.0
13.471357,target,3,6.0
13.688638,parent,4,6.769230769230769
13.929213,target,5,5.954545454545454
14.079579,target,4,5.869565217391305
14.10968,target,4,5.791666666666667
14.170423,parent,6,6.714285714285714
14.379479,target,11,6.0
14.516061,target,15,6.346153846153846
14.725618,target,10,6.481481481481482
14.980079,target,3,6.357142857142857
15.078398,parent,12,7.066666666666666
15.397806,target,14,6.620689655172414
15.839381,target,2,6.466666666666667
16.079417,target,15,6.741935483870968
16.116736,parent,15,7.5625
16.154346,target,5,6.6875
16.682112,target,15,6.9393939393939394
16.86052,target,15,7.176470588235294
16.970637,target,11,7.285714285714286
17.087804,parent,7,7.529411764705882
17.531245,target,1,7.111111111111111
17.611889,target,11,7.216216216216216
17.887562,target,1,7.052631578947368
18.127098,target,8,7.076923076923077
18.167676,target,15,7.275
18.611085,target,15,7.463414634146342
18.690456,target,14,7.619047619047619
19.221269,target,6,7.5813953488372094
19.457388,target,10,7.636363636363637
19.669066,target,1,7.488888888888889
19.749172,target,15,7.6521739130434785
20.331967,target,2,7.531914893617022
20.425506,target,14,7.666666666666667
20.666132,target,1,7.530612244897959
20.818203,target,3,7.44
21.09597,target,10,7.490196078431373
21.185896,target,4,7.423076923076923
21.424489,target,15,7.566037735849057
21.659746,target,15,7.703703703703703
22.044206,target,15,7.836363636363636
22.093318,target,8,7.839285714285714
22.093451,parent,15,7.944444444444445
22.416728,target,14,7.947368421052632
22.467491,target,11,8.0
23.685766,parent,15,8.31578947368421
23.847567,target,15,8.11864406779661
23.943184,target,15,8.233333333333333
24.541643,parent,8,8.3
24.591306,target,15,8.344262295081966
24.741334,parent,12,8.476190476190476
24.791753,parent,15,8.772727272727273
25.204516,parent,15,9.043478260869565
25.255477,target,5,8.290322580645162
25.435867,target,14,8.380952380952381
25.859434,target,12,8.4375
