time,fps,avg_fps
170.83232,59.215090,62.923199
171.832012,63.196789,62.194085
172.831219,60.988313,63.716845
173.83642,60.057498,64.876363
174.837205,60.846433,64.558990
175.839541,60.445740,65.917698
176.840742,60.614703,64.726442
177.836747,60.611622,62.503063
178.837416,72.962755,65.182072
179.851186,65.937325,62.492099
180.84739,52.816077,59.386637
181.839097,65.235841,60.868370
182.843006,63.236409,61.855853
183.849134,60.332902,61.733587
184.849484,60.354890,64.617980
185.851229,76.622414,54.436592
186.838848,61.472906,56.956698
187.839705,60.103957,63.849791
188.83914,60.613951,68.151083
189.854644,56.350531,54.110475
190.849263,59.922816,54.739986
191.835746,77.314565,56.903370
192.853566,40.759491,50.251138
193.84464,74.542205,50.022134
194.84076,59.634194,65.112874
195.846524,57.164531,52.772665
196.842261,74.722853,62.362834
197.841893,60.415347,65.029382
198.844502,60.141462,65.857089
199.842926,59.254307,64.333523
200.847113,55.097893,60.932370
201.850941,73.954055,60.304388
202.841839,60.531339,66.533156
203.844045,60.225045,64.574879
204.845324,67.047762,63.214926
205.850154,77.112520,64.074033
206.85031,64.347978,64.916833
207.851155,58.636045,60.548898
208.846578,61.351193,64.868880
209.849556,72.749869,62.717922
210.84812,77.621064,66.400416
211.845189,60.825956,59.269679
212.849556,72.639666,63.176407
213.848643,74.106291,62.464689
214.846458,57.388731,61.733014
215.846377,64.528930,63.994185
216.848379,72.909926,64.963811
217.848532,59.860356,63.968417
218.859925,51.315659,54.237946
219.850186,76.615939,63.662734
220.859038,59.477346,56.511117
221.843652,52.828154,55.362858
222.853481,73.568036,62.396129
223.853443,67.609158,63.833801
224.858144,62.803621,63.807078
225.853236,35.219275,62.401632
226.854887,63.773391,64.076910
227.859662,50.112590,63.513783
228.853885,74.872066,64.794080
229.853004,73.454580,58.637186
230.855986,64.758095,63.110826
231.862178,60.822042,60.324166
232.857339,61.331892,63.733887
233.854074,66.515866,62.899382
234.855222,56.396248,64.970503
235.853153,59.716181,64.036438
236.854594,59.779952,60.244176
237.858855,60.992230,58.391413
238.858122,52.592962,57.776887
239.856843,68.709019,63.152435
240.856114,58.320726,65.177483
241.861544,75.391948,65.232609
242.856752,61.085325,57.789372
243.855372,79.493714,63.952012
244.859032,58.246702,65.168330
245.861319,76.492074,59.664872
246.863996,61.349731,57.967537
247.868185,61.330387,63.159589
248.857517,75.062480,59.120249
249.871222,72.870741,51.167717
250.867238,66.849098,56.380183
251.880236,53.518883,50.877484
252.86204,74.716358,54.602097
253.873396,52.354623,47.447530
254.872971,51.732669,47.828196
255.882335,52.442474,52.932235
256.885527,34.289497,45.648204
257.861031,72.477507,52.689998
258.892646,32.457784,44.783691
259.883471,53.672532,52.391216
260.861225,59.147113,50.635525
261.878252,42.130401,45.219442
262.866336,70.832405,57.202543
263.864112,64.105774,54.225199
264.87118,56.755825,62.101725
265.873835,56.051471,56.906272
266.877594,57.164655,51.716006
