time,num_entities,avg_entities
4.254467,43809.000000,43809.000000
4.820388,43812.366869,43811.550000
5.834765,43817.546899,43816.050000
6.831391,43829.996890,43828.550000
7.834865,43836.987965,43836.050000
8.824592,43838.997391,43838.700000
9.832208,43848.697944,43846.350000
10.833457,43854.996467,43854.150000
11.859242,43861.465432,43860.300000
12.842929,43869.554164,43867.700000
13.826013,43877.677570,43877.200000
14.8433,43883.272424,43881.600000
15.835829,43890.965664,43890.300000
16.82701,43896.817253,43895.650000
17.841589,43901.680329,43899.950000
18.848888,43906.959604,43905.200000
19.82044,43909.994144,43909.600000
20.823114,43917.362863,43914.800000
21.836099,43923.384345,43921.500000
22.866808,43932.890251,43930.300000
23.870034,43937.996170,43935.600000
24.874054,43940.999997,43940.200000
25.934958,43942.000000,43941.350000
26.836772,43945.700093,43942.800000
27.83271,43945.002468,43945.750000
28.887997,43945.000000,43945.150000
29.843025,43947.985547,43945.950000
30.840089,43948.000000,43947.750000
31.824508,43950.000000,43948.300000
32.82608,43950.943745,43949.300000
33.861439,43951.000000,43950.850000
34.82549,43953.444720,43951.000000
35.852483,43957.000000,43955.550000
36.834405,43955.559366,43957.000000
37.83995,43955.000000,43955.150000
38.82195,43954.000000,43954.600000
39.833793,43955.006836,43955.450000
40.850246,43957.003066,43957.200000
41.840816,43955.123848,43956.950000
42.838321,43955.000395,43955.150000
43.869159,43955.000000,43955.300000
44.85994,43953.008838,43954.250000
45.844773,43953.999995,43953.850000
46.827412,43953.999989,43953.850000
47.832396,43954.049063,43954.400000
48.819646,43952.656166,43953.200000
49.820067,43951.000114,43951.250000
50.836948,43952.624827,43951.950000
51.831804,43955.410241,43954.400000
52.828784,43954.000585,43954.500000
53.823653,43955.943318,43954.500000
54.825796,43954.011514,43955.150000
55.823421,43954.686771,43954.850000
56.830067,43954.001124,43954.350000
57.826916,43956.391094,43955.400000
58.829941,43953.345753,43955.850000
59.882442,43954.862868,43954.350000
60.846346,43956.464906,43955.150000
61.823,43958.002809,43957.900000
62.844373,43958.000002,43958.100000
63.852649,43958.043181,43958.150000
64.833002,43956.000000,43957.400000
65.915632,43959.000000,43956.800000
66.893096,43960.000000,43958.800000
67.883563,43961.007858,43959.900000
68.84478,43961.000148,43961.450000
69.897224,43958.000000,43960.350000
70.874552,43961.000000,43959.850000
71.929266,43956.000000,43959.050000
72.824644,43955.000000,43955.200000
73.833151,43954.999997,43954.950000
74.880576,43954.653153,43954.300000
75.922641,43952.000000,43953.800000
76.835988,43951.000647,43951.750000
77.844606,43948.000000,43949.200000
78.840675,43950.000000,43948.750000
79.88521,43949.248590,43950.650000
80.850751,43948.000000,43948.600000
81.834521,43948.000000,43948.000000
82.866478,43948.000000,43948.000000
83.843077,43949.997419,43949.250000
84.850774,43951.997142,43951.150000
85.848683,43951.152753,43951.700000
86.883856,43951.147169,43950.500000
87.835124,43951.914552,43951.200000
88.83076,43949.010087,43949.600000
89.82201,43950.978962,43950.350000
