time,dest_type,steps,avg_steps
6.564113,target,1,1.0
8.642294,target,1,1.0
10.740192,target,1,1.0
11.721444,target,2,1.25
11.721653,target,14,3.8
11.942568,target,1,3.3333333333333335
15.993883,parent,3,3.0
16.966525,target,9,4.142857142857143
17.023089,target,5,4.25
18.323223,target,1,3.888888888888889
18.401422,target,2,3.7
18.98777,parent,1,2.0
19.48593,target,5,3.8181818181818183
19.780275,target,3,3.75
19.873283,target,5,3.8461538461538463
20.022588,target,3,3.7857142857142856
20.080348,parent,6,3.3333333333333335
20.270624,target,1,3.6
20.30611,target,3,3.5625
20.364879,target,1,3.411764705882353
20.453139,parent,1,2.75
20.483333,parent,1,2.4
20.600109,parent,1,2.1666666666666665
20.746291,target,1,3.2777777777777777
20.829777,target,1,3.1578947368421053
20.829892,target,7,3.35
20.922217,target,2,3.2857142857142856
21.012793,parent,1,2.0
21.040222,parent,1,1.875
21.257873,target,1,3.1818181818181817
21.320353,target,7,3.347826086956522
21.492177,parent,1,1.7777777777777777
21.558841,parent,1,1.7
21.722557,target,1,3.25
21.722672,parent,2,1.7272727272727273
21.824448,target,1,3.16
21.925818,target,5,3.230769230769231
22.585591,target,2,3.185185185185185
22.620579,target,5,3.25
22.82732,parent,1,1.6666666666666667
23.035096,target,1,3.1724137931034484
23.231031,target,5,3.2333333333333334
23.26466,parent,1,1.6153846153846154
23.67375,target,7,3.3548387096774195
23.936248,target,12,3.625
24.334711,target,12,3.878787878787879
24.76729,target,2,3.823529411764706
24.83188,target,2,3.7714285714285714
24.919841,target,3,3.75
25.170706,parent,1,1.5714285714285714
25.279928,target,14,4.027027027027027
25.424466,target,1,3.9473684210526314
25.692714,parent,1,1.5333333333333334
25.738996,target,15,4.230769230769231
25.971152,target,1,4.15
25.971287,target,17,4.463414634146342
26.231867,target,24,4.928571428571429
26.458553,target,1,4.837209302325581
27.107781,target,20,5.181818181818182
27.744327,target,6,5.2
27.864523,target,21,5.543478260869565
27.864619,target,27,6.0
28.233228,parent,10,2.0625
28.522038,target,27,6.4375
28.56555,target,2,6.346938775510204
28.748083,target,20,6.62
29.03578,target,3,6.549019607843137
29.204321,parent,3,2.1176470588235294
29.965437,target,10,6.615384615384615
30.167162,parent,1,2.0555555555555554
30.792064,target,32,7.09433962264151
30.792254,target,10,7.148148148148148
30.909373,parent,6,2.263157894736842
30.909547,target,6,7.127272727272727
31.354383,target,8,7.142857142857143
31.392656,parent,6,2.45
31.557335,parent,1,2.380952380952381
32.2089,target,1,7.035087719298246
33.165182,target,26,7.362068965517241
33.760387,parent,7,2.590909090909091
34.048313,target,11,7.423728813559322
34.227225,parent,2,2.5652173913043477
34.640008,target,16,7.566666666666666
34.825641,parent,8,2.7916666666666665
36.38457,target,5,7.524590163934426
36.513492,target,18,7.693548387096774
37.049516,target,25,7.968253968253968
37.134146,target,31,8.328125
37.354645,parent,2,2.76
38.307678,target,2,8.23076923076923
39.043401,parent,1,2.6923076923076925
39.127049,parent,7,2.8518518518518516
39.171889,target,9,8.242424242424242
39.354616,parent,12,3.1785714285714284
39.567893,target,27,8.522388059701493
39.769275,parent,22,3.8275862068965516
39.852338,target,44,9.044117647058824
39.894599,target,43,9.53623188405797
39.894804,target,28,9.8
40.405753,target,22,9.971830985915492
40.848012,target,26,10.194444444444445
41.010981,parent,15,4.2
41.224072,target,9,10.178082191780822
41.224194,target,8,10.14864864864865
41.315186,target,14,10.2
41.39289,target,29,10.447368421052632
41.563868,parent,1,4.096774193548387
41.850738,target,1,10.324675324675324
41.978416,parent,1,4.0
42.618966,target,24,10.5
42.727394,parent,3,3.9696969696969697
43.409152,target,39,10.860759493670885
43.497939,parent,48,5.264705882352941
43.926601,parent,27,5.885714285714286
43.97198,parent,1,5.75
44.326417,parent,4,5.702702702702703
44.834342,target,57,11.4375
45.369159,parent,17,6.0
45.667952,target,1,11.308641975308642
45.718107,parent,19,6.333333333333333
45.935702,target,3,11.207317073170731
45.935868,target,1,11.08433734939759
45.935907,parent,30,6.925
45.979901,parent,1,6.780487804878049
46.212456,parent,56,7.9523809523809526
46.212593,target,11,11.083333333333334
46.212641,parent,1,7.790697674418604
46.260559,target,1,10.964705882352941
46.52699,target,1,10.848837209302326
46.527145,parent,1,7.636363636363637
46.804476,target,1,10.735632183908047
46.804577,parent,1,7.488888888888889
46.981273,target,1,10.625
47.065251,parent,7,7.478260869565218
47.065452,target,1,10.51685393258427
47.065532,parent,1,7.340425531914893
47.20654,parent,1,7.208333333333333
47.343731,target,1,10.411111111111111
47.34389,parent,1,7.081632653061225
47.644243,target,1,10.307692307692308
47.64462,parent,1,6.96
47.939716,target,36,10.58695652173913
47.939873,target,1,10.483870967741936
47.939908,parent,1,6.8431372549019605
47.983972,parent,2,6.75
48.085995,target,39,10.787234042553191
48.400159,parent,16,6.9245283018867925
48.444275,parent,7,6.925925925925926
48.760508,target,1,10.68421052631579
48.94071,target,31,10.895833333333334
49.214982,parent,13,7.036363636363636
49.361579,target,23,11.02061855670103
49.462989,target,14,11.051020408163266
49.562124,target,1,10.94949494949495
49.741247,parent,2,6.946428571428571
49.93673,target,25,11.09
49.982338,target,15,11.128712871287128
50.395934,target,11,11.127450980392156
50.439641,parent,4,6.894736842105263
50.486592,target,1,11.029126213592233
50.716912,target,1,10.932692307692308
50.976437,parent,1,6.793103448275862
51.148278,target,13,10.952380952380953
51.229572,target,1,10.858490566037736
51.735562,target,20,10.94392523364486
52.380916,parent,17,6.966101694915254
52.381025,parent,3,6.9
52.535553,parent,3,6.836065573770492
52.70502,parent,31,7.225806451612903
52.788997,parent,12,7.301587301587301
52.836136,parent,3,7.234375
52.963476,target,31,11.12962962962963
53.050046,target,9,11.110091743119266
53.133635,target,1,11.018181818181818
53.177737,target,8,10.99099099099099
53.216039,parent,20,7.430769230769231
53.439875,parent,1,7.333333333333333
53.599229,parent,5,7.298507462686567
53.721793,parent,68,8.191176470588236
53.768894,target,1,10.901785714285714
53.989709,target,2,10.823008849557523
54.290963,parent,1,8.08695652173913
54.39425,target,9,10.807017543859649
54.439752,parent,10,8.114285714285714
54.568057,target,1,10.721739130434782
54.842471,parent,1,8.014084507042254
54.842634,target,44,11.008620689655173
55.099047,target,1,10.923076923076923
55.348025,parent,1,7.916666666666667
55.63423,target,1,10.838983050847459
55.698143,parent,20,8.082191780821917
55.932438,parent,1,7.986486486486487
56.063111,target,62,11.268907563025211
56.297789,target,1,11.183333333333334
56.406689,target,49,11.49586776859504
56.406774,target,2,11.418032786885245
57.097446,parent,2,7.906666666666666
57.191805,parent,27,8.157894736842104
57.277278,target,52,11.747967479674797
57.277405,target,35,11.935483870967742
57.321735,target,1,11.848
57.576343,parent,2,8.077922077922079
57.779156,parent,1,7.987179487179487
57.7793,parent,4,7.936708860759493
57.874779,target,13,11.857142857142858
57.967158,parent,6,7.9125
58.189744,parent,22,8.08641975308642
58.671053,parent,3,8.024390243902438
58.718227,parent,4,7.975903614457831
58.903108,target,2,11.779527559055119
58.952097,target,1,11.6953125
59.219705,parent,1,7.892857142857143
59.56647,parent,37,8.235294117647058
59.775404,parent,43,8.63953488372093
60.220222,parent,9,8.64367816091954
60.621499,target,2,11.62015503875969
60.673344,target,3,11.553846153846154
60.898918,target,1,11.473282442748092
61.21345,parent,20,8.772727272727273
61.589259,parent,3,8.707865168539326
61.880933,parent,38,9.033333333333333
61.961573,parent,2,8.956043956043956
62.009687,parent,64,9.554347826086957
62.137241,target,7,11.43939393939394
62.17981,target,52,11.74436090225564
62.257368,target,1,11.664179104477611
62.484644,target,2,11.592592592592593
62.66103,parent,65,10.150537634408602
63.266208,target,69,12.014705882352942
63.438554,target,41,12.226277372262773
63.72605,parent,20,10.25531914893617
64.099924,parent,1,10.157894736842104
64.317596,target,9,12.202898550724637
64.369877,target,37,12.381294964028777
64.573265,parent,1,10.0625
64.71563,target,74,12.821428571428571
64.841254,target,1,12.73758865248227
65.134737,parent,1,9.969072164948454
65.176428,parent,1,9.877551020408163
65.425792,target,1,12.654929577464788
65.697939,parent,1,9.787878787878787
65.955658,target,1,12.573426573426573
66.210189,parent,1,9.7
66.457234,target,1,12.493055555555555
66.536607,parent,17,9.772277227722773
66.667599,target,8,12.462068965517242
66.715999,parent,1,9.686274509803921
66.982397,target,1,12.383561643835616
67.235425,parent,1,9.601941747572816
67.502768,target,1,12.306122448979592
67.549466,parent,31,9.807692307692308
67.703197,parent,1,9.723809523809523
67.79163,parent,1,9.641509433962264
68.073263,target,1,12.22972972972973
68.782086,target,1,12.154362416107382
68.957119,target,21,12.213333333333333
69.706703,parent,3,9.57943925233645
69.753148,target,56,12.503311258278146
70.04452,target,4,12.447368421052632
70.477218,target,50,12.69281045751634
70.603933,target,9,12.668831168831169
71.013754,target,2,12.6
71.180198,parent,7,9.555555555555555
71.304699,target,26,12.685897435897436
71.346528,parent,1,9.477064220183486
71.472348,parent,15,9.527272727272727
71.599788,target,25,12.764331210191083
71.67234,parent,53,9.91891891891892
71.672673,target,1,12.689873417721518
71.995695,parent,1,9.839285714285714
72.263047,target,1,12.616352201257861
73.179918,parent,1,9.761061946902656
73.258228,parent,5,9.719298245614034
73.4305,target,18,12.65
73.606799,parent,1,9.643478260869566
74.121304,target,1,12.577639751552795
74.551309,target,62,12.882716049382717
76.397567,parent,7,9.620689655172415
76.708796,target,4,12.828220858895705
76.790264,target,11,12.817073170731707
77.292579,parent,5,9.581196581196581
78.393779,target,48,13.030303030303031
78.716881,target,15,13.042168674698795
